folio,siteNumber,phase,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice, Adjusted income (TOTAL) ,rent,,period
A05171882,71378956,Facturado,gp@vsys.com,01/10/2017,31444794,UNC.CUAD.BS.103,UNR.CUAD.BS.103,31444795,4,4,$165.73,$662.92,$662.92,,
A05171882,71378956,Facturado,gp@vsys.com,01/10/2017,31444798,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31444799,18,18,$121.13,"$2,180.34","$2,180.34",,
A05171882,71378956,Facturado,gp@vsys.com,01/10/2017,31444800,UNC.CUAD.BS.201,UNR.CUAD.BS.201,31444801,1,1,$51.30,$51.30,$51.30,,
A05171882,71378956,Facturado,gp@vsys.com,01/10/2017,31444802,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31444803,24,24,$17.10,$410.40,$410.40,,
A05171882,71378956,Facturado,gp@vsys.com,01/10/2017,31444792,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31444793,1,1,$647.10,$647.10,$647.10,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450253,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31450254,40,26,$121.13,"$4,845.20","$3,149.38",,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450255,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31450256,10,10,$199.85,"$1,998.50","$1,998.50",,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450257,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31450258,50,36,$17.10,$855.00,$615.60,,
A05171961,71579029,Facturado,gp@vsys.com,01/10/2017,31449941,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31449942,70,70,$121.13,"$8,479.10","$8,479.10",,
A05171961,71579029,Facturado,gp@vsys.com,01/10/2017,31449943,UNC.CUAD.BS.102,UNR.CUAD.BS.102,31449944,30,30,$137.10,"$4,113.00","$4,113.00",,
A05171961,71579029,Facturado,gp@vsys.com,01/10/2017,31449949,UNC.CUAD.BS.203,UNR.CUAD.BS.203,31449950,30,30,$7.20,$216.00,$216.00,,
A05171961,71579029,Facturado,gp@vsys.com,01/10/2017,31449951,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31449952,100,100,$17.10,"$1,710.00","$1,710.00",,
A05172118,71579029,Facturado,gp@vsys.com,01/10/2017,31450000,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31450001,1,1,$647.10,$647.10,$647.10,,
A05171961,71579029,Facturado,gp@vsys.com,01/10/2017,31449945,UNC.CUAD.BS.201,UNR.CUAD.BS.201,31449946,1,1,$51.30,$51.30,$51.30,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450254,UNR.CUAD.BS.101,UNR.CUAD.BS.101,31450254,40,3,$121.13,"$4,845.20",$363.39,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450258,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31450258,50,3,$17.10,$855.00,$51.30,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450253,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31450254,40,1,$121.13,"$4,845.20",$121.13,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450257,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31450258,50,1,$17.10,$855.00,$17.10,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450253,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31450254,40,1,$121.13,"$4,845.20",$121.13,,
A05172107,71579029,Facturado,gp@vsys.com,01/10/2017,31450257,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31450258,50,1,$17.10,$855.00,$17.10,,
A07170198,71639354,Facturado,gp@vsys.com,01/10/2017,31733231,UNC.CUAD60.BS.102,UNR.CUAD60.BS.102,31733232,26,21,$179.32,"$4,662.32","$3,765.72",,
A07170198,71639354,Facturado,gp@vsys.com,01/10/2017,31733233,UNC.CUAD60.BS.104,UNR.CUAD60.BS.104,31733234,6,5,$223.45,"$1,340.70","$1,117.25",,
A07170198,71639354,Facturado,gp@vsys.com,01/10/2017,31733235,UNC.CUAD60.BS.201,UNR.CUAD60.BS.201,31733236,1,1,$41.95,$41.95,$41.95,,
A07170198,71639354,Facturado,gp@vsys.com,01/10/2017,31733237,UNC.CUAD60.BS.901,UNR.CUAD60.BS.901,31733238,32,26,$12.00,$384.00,$312.00,,
A07170198,71639354,Facturado,gp@vsys.com,01/10/2017,31733244,UNC.CUAD60.BS.902,UNR.CUAD60.BS.902,31733245,1,1,$455.00,$455.00,$455.00,,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936098,UNC.CUAD60.BS.101 ,UNR.CUAD60.BS.101,31936099,257,257,$174.43,"$44,828.51","$44,828.51",,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936100,UNC.CUAD60.BS.103,UNR.CUAD60.BS.103,31936101,41,24,$190.33,"$7,803.53","$4,567.92",,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936102,UNC.CUAD60.BS.104,UNR.CUAD60.BS.104,31936103,2,1,$223.45,$446.90,$223.45,,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936104,UNC.CUAD60.BS.201,UNR.CUAD60.BS.201,31936105,1,1,$41.95,$41.95,$41.95,,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936108,UNC.CUAD60.BS.901,UNR.CUAD60.BS.901,31936109,300,282,$12.00,"$3,600.00","$3,384.00",,
 A08170673 ,71644293,Facturado,gp@vsys.com,01/10/2017,31936110,UNC.CUAD60.BS.902,UNR.CUAD60.BS.902,31936111,1,1,$455.00,$455.00,$455.00,,
A03170641,71618946,Facturado,gp@vsys.com,01/10/2017,31169752,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169753,1,1,$121.13,$121.13,$121.13,,
A03170687,71619184,Facturado,gp@vsys.com,01/10/2017,31170952,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170953,1,1,$121.13,$121.13,$121.13,,
A03170649 ,71618970,Facturado,gp@vsys.com,01/10/2017,31169800,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169801,1,1,$121.13,$121.13,$121.13,,
A03171303,71619166,Facturado,gp@vsys.com,01/10/2017,31170674,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170675,1,1,$121.13,$121.13,$121.13,,
A03170655,71618981,Facturado,gp@vsys.com,01/10/2017,31169832,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169833,1,1,$121.13,$121.13,$121.13,,
A03170635,71619097,Facturado,gp@vsys.com,01/10/2017,31170299,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170300,,1,$121.13, $-   ,$121.13,,
A03170647,71618965,Facturado,gp@vsys.com,01/10/2017,31169784,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169785,1,1,$121.13,$121.13,$121.13,,
A03171284,71619139,Facturado,gp@vsys.com,01/10/2017,31170594,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170595,1,1,$121.13,$121.13,$121.13,,
A03171051,71619035,Facturado,gp@vsys.com,01/10/2017,31170267,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170268,1,1,$121.13,$121.13,$121.13,,
A03170644,71618961,Facturado,gp@vsys.com,01/10/2017,31169776,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169777,1,1,$121.13,$121.13,$121.13,,
A03170638,71618940,Facturado,gp@vsys.com,01/10/2017,31169744,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169745,1,1,$121.13,$121.13,$121.13,,
A03170716,71619269,Facturado,gp@vsys.com,01/10/2017,31171368,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171369,1,1,$121.13,$121.13,$121.13,,
A03170645 ,71618948,Facturado,gp@vsys.com,01/10/2017,31169760,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169761,1,1,$121.13,$121.13,$121.13,,
A03170619,71619002,Facturado,gp@vsys.com,01/10/2017,31170188,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170189,1,1,$121.13,$121.13,$121.13,,
A03170642 ,71619109,Facturado,gp@vsys.com,01/10/2017,31170323,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170324,1,1,$121.13,$121.13,$121.13,,
A03171461,71619169,Facturado,gp@vsys.com,01/10/2017,31170682,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170683,1,1,$121.13,$121.13,$121.13,,
A03170743,71619301,Facturado,gp@vsys.com,01/10/2017,31171718,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171719,1,1,$121.13,$121.13,$121.13,,
A03170744,71619302,Facturado,gp@vsys.com,01/10/2017,31171726,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171727,1,1,$121.13,$121.13,$121.13,,
A03170899,71619400,Facturado,gp@vsys.com,01/10/2017,31172884,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172885,1,1,$121.13,$121.13,$121.13,,
A03171293,71619544,Facturado,gp@vsys.com,01/10/2017,31173949,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173950,1,1,$121.13,$121.13,$121.13,,
A03170724,71619272,Facturado,gp@vsys.com,01/10/2017,31171384,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171385,1,1,$121.13,$121.13,$121.13,,
A03171269,71619466,Facturado,gp@vsys.com,01/10/2017,31173884,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173885,1,1,$121.13,$121.13,$121.13,,
A03171288,71619151,Facturado,gp@vsys.com,01/10/2017,31170618,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170619,1,1,$121.13,$121.13,$121.13,,
A03171299,71619631,Facturado,gp@vsys.com,01/10/2017,31173999,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174000,1,1,$121.13,$121.13,$121.13,,
A03170839,71619382,Facturado,gp@vsys.com,01/10/2017,31172812,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172813,1,1,$121.13,$121.13,$121.13,,
A03170919,71619421,Facturado,gp@vsys.com,01/10/2017,31173254,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173255,1,1,$121.13,$121.13,$121.13,,
A03170849,71619387,Facturado,gp@vsys.com,01/10/2017,31172828,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172829,1,1,$121.13,$121.13,$121.13,,
A03170673,71619174,Facturado,gp@vsys.com,01/10/2017,31170904,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170905,1,1,$121.13,$121.13,$121.13,,
A03170710,71619196,Facturado,gp@vsys.com,01/10/2017,31170992,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170993,1,1,$121.13,$121.13,$121.13,,
A03170699,71619181,Facturado,gp@vsys.com,01/10/2017,31170950,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170951,1,1,$121.13,$121.13,$121.13,,
A03170691,71619185,Facturado,gp@vsys.com,01/10/2017,31170960,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170961,1,1,$121.13,$121.13,$121.13,,
A03170626,71619031,Facturado,gp@vsys.com,01/10/2017,31170259,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170260,1,1,$121.13,$121.13,$121.13,,
A03170620,71619006,Facturado,gp@vsys.com,01/10/2017,31170196,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170197,1,1,$121.13,$121.13,$121.13,,
A03171271,71619112,Facturado,gp@vsys.com,01/10/2017,31170541,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170542,1,1,$121.13,$121.13,$121.13,,
A03170718,71619263,Facturado,gp@vsys.com,01/10/2017,31171344,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171345,1,1,$121.13,$121.13,$121.13,,
A03170740 ,71619283,Facturado,gp@vsys.com,01/10/2017,31171416,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171417,1,1,$121.13,$121.13,$121.13,,
A03170617,71618992,Facturado,gp@vsys.com,01/10/2017,31170164,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170165,1,1,$121.13,$121.13,$121.13,,
A03170621,71618993,Facturado,gp@vsys.com,01/10/2017,31170172,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170173,1,1,$121.13,$121.13,$121.13,,
A03170830,71619378,Facturado,gp@vsys.com,01/10/2017,31172796,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172797,1,1,$121.13,$121.13,$121.13,,
A03170684,71619177,Facturado,gp@vsys.com,01/10/2017,31170928,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170929,1,1,$121.13,$121.13,$121.13,,
A03170870,71619393,Facturado,gp@vsys.com,01/10/2017,31172860,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172861,1,1,$121.13,$121.13,$121.13,,
A03171526,71619397,Facturado,gp@vsys.com,01/10/2017,31172868,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172869,1,1,$121.13,$121.13,$121.13,,
A03170910,71619413,Facturado,gp@vsys.com,01/10/2017,31173222,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173223,1,1,$121.13,$121.13,$121.13,,
A03171279,71619476,Facturado,gp@vsys.com,01/10/2017,31173908,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173909,1,1,$121.13,$121.13,$121.13,,
A03170651,71618973,Facturado,gp@vsys.com,01/10/2017,31169811,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169812,1,1,$121.13,$121.13,$121.13,,
A03171281,71619127,Facturado,gp@vsys.com,01/10/2017,31170578,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170579,1,1,$121.13,$121.13,$121.13,,
A03170713,71619198,Facturado,gp@vsys.com,01/10/2017,31171000,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171001,1,1,$121.13,$121.13,$121.13,,
A03170742,71619296,Facturado,gp@vsys.com,01/10/2017,31171710,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171711,1,1,$121.13,$121.13,$121.13,,
A03170753,71619317,Facturado,gp@vsys.com,01/10/2017,31171811,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171812,1,1,$121.13,$121.13,$121.13,,
A03170675 ,71619171,Facturado,gp@vsys.com,01/10/2017,31170896,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170897,1,1,$121.13,$121.13,$121.13,,
A03170708,71619187,Facturado,gp@vsys.com,01/10/2017,31170968,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170968,1,1,$121.13,$121.13,$121.13,,
A03170712,71619218,Facturado,gp@vsys.com,01/10/2017,31171008,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171009,1,1,$121.13,$121.13,$121.13,,
A03171304,71619637,Facturado,gp@vsys.com,01/10/2017,31174015,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174016,1,1,$121.13,$121.13,$121.13,,
A03170814,71619649,Facturado,gp@vsys.com,01/10/2017,31174262,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174263,1,1,$121.13,$121.13,$121.13,,
A03170739,71619294,Facturado,gp@vsys.com,01/10/2017,31171694,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171695,1,1,$121.13,$121.13,$121.13,,
A03170903,71619410,Facturado,gp@vsys.com,01/10/2017,31173206,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173207,1,1,$121.13,$121.13,$121.13,,
A03170829,71619659,Facturado,gp@vsys.com,01/10/2017,31174286,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174287,1,1,$121.13,$121.13,$121.13,,
A03170628,71619027,Facturado,gp@vsys.com,01/10/2017,31170251,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170252,1,1,$121.13,$121.13,$121.13,,
A03170652,71618984,Facturado,gp@vsys.com,01/10/2017,31169840,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169841,1,1,$121.13,$121.13,$121.13,,
A03170676,71619227,Facturado,gp@vsys.com,01/10/2017,31171264,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171265,1,1,$121.13,$121.13,$121.13,,
A03170654 ,71618978,Facturado,gp@vsys.com,01/10/2017,31169827,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169828,1,1,$121.13,$121.13,$121.13,,
A03170629,71619024,Facturado,gp@vsys.com,01/10/2017,31170243,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170244,1,1,$121.13,$121.13,$121.13,,
A03170725,71619226,Facturado,gp@vsys.com,01/10/2017,31171048,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171049,1,1,$121.13,$121.13,$121.13,,
A03170632,71618932,Facturado,gp@vsys.com,01/10/2017,31169720,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169721,1,1,$121.13,$121.13,$121.13,,
A03170646,71618951,Facturado,gp@vsys.com,01/10/2017,31169768,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169769,1,1,$121.13,$121.13,$121.13,,
A03170650,71618975,Facturado,gp@vsys.com,01/10/2017,31169816,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169817,1,1,$121.13,$121.13,$121.13,,
A03170630,71619020,Facturado,gp@vsys.com,01/10/2017,31170228,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170229,1,1,$121.13,$121.13,$121.13,,
A03170714,71619219,Facturado,gp@vsys.com,01/10/2017,31171016,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171017,1,1,$121.13,$121.13,$121.13,,
A03170625,71618928,Facturado,gp@vsys.com,01/10/2017,31169704,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169705,1,1,$121.13,$121.13,$121.13,,
A03170678,71619176,Facturado,gp@vsys.com,01/10/2017,31170920,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170921,1,1,$121.13,$121.13,$121.13,,
A03171276,71619468,Facturado,gp@vsys.com,01/10/2017,31173892,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173893,1,1,$121.13,$121.13,$121.13,,
A03171302,71619642,Facturado,gp@vsys.com,01/10/2017,31174023,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174024,1,1,$121.13,$121.13,$121.13,,
A03171287,71619149,Facturado,gp@vsys.com,01/10/2017,31170610,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170611,1,1,$121.13,$121.13,$121.13,,
A03171297,71619159,Facturado,gp@vsys.com,01/10/2017,31170642,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170643,1,1,$121.13,$121.13,$121.13,,
A03170679,71619232,Facturado,gp@vsys.com,01/10/2017,31171272,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171273,1,1,$121.13,$121.13,$121.13,,
A03170747,71619306,Facturado,gp@vsys.com,01/10/2017,31171750,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171751,1,1,$121.13,$121.13,$121.13,,
A03170796,71619325,Facturado,gp@vsys.com,01/10/2017,31172748,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172749,1,1,$121.13,$121.13,$121.13,,
A03171053,71619270,Facturado,gp@vsys.com,01/10/2017,31171376,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171377,1,1,$121.13,$121.13,$121.13,,
A03170745,71619304,Facturado,gp@vsys.com,01/10/2017,31171734,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171735,1,1,$121.13,$121.13,$121.13,,
A03170806 ,A03170806 ,Facturado,gp@vsys.com,10/01/2017,31172756,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172757,1,1,$121.13,$121.13,$121.13,,
A03171294,71619161,Facturado,gp@vsys.com,01/10/2017,31170658,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170659,1,1,$121.13,$121.13,$121.13,,
A03170838,71619672,Facturado,gp@vsys.com,01/10/2017,31174310,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174311,1,1,$121.13,$121.13,$121.13,,
A03171277,71619125,Facturado,gp@vsys.com,01/10/2017,31170570,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170571,1,1,$121.13,$121.13,$121.13,,
A03171270,71619116,Facturado,gp@vsys.com,01/10/2017,31170552,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170553,1,1,$121.13,$121.13,$121.13,,
A03171295,71619160,Facturado,gp@vsys.com,01/10/2017,31170650,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170651,1,1,$121.13,$121.13,$121.13,,
A03170689,71619241,Facturado,gp@vsys.com,01/10/2017,31171296,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171297,1,1,$121.13,$121.13,$121.13,,
A03171280,71619480,Facturado,gp@vsys.com,01/10/2017,31173916,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173917,1,1,$121.13,$121.13,$121.13,,
A03171306,71619163,Facturado,gp@vsys.com,01/10/2017,31170666,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170667,1,1,$121.13,$121.13,$121.13,,
A03170672,71619175,Facturado,gp@vsys.com,01/10/2017,31170912,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170913,1,1,$121.13,$121.13,$121.13,,
A03170692,71619245,Facturado,gp@vsys.com,01/10/2017,31171312,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171313,1,1,$121.13,$121.13,$121.13,,
A03170939,71619434,Facturado,gp@vsys.com,01/10/2017,31173318,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173319,1,1,$121.13,$121.13,$121.13,,
A03171285,71619541,Facturado,gp@vsys.com,01/10/2017,31173940,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173941,1,1,$121.13,$121.13,$121.13,,
A03170631,71618929,Facturado,gp@vsys.com,01/10/2017,31169712,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169713,1,1,$121.13,$121.13,$121.13,,
A03170639 ,71618937,Facturado,gp@vsys.com,01/10/2017,31169736,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169737,1,1,$121.13,$121.13,$121.13,,
 A03170636 ,71619106,Facturado,gp@vsys.com,01/10/2017,31170315,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31170316,1,1,$121.13,$121.13,$121.13,,
A03170741,71619295,Facturado,gp@vsys.com,01/10/2017,31171702,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171703,1,1,$121.13,$121.13,$121.13,,
A03170754,71619322,Facturado,gp@vsys.com,01/10/2017,31171827,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171828,1,1,$121.13,$121.13,$121.13,,
A03170811,71619329,Facturado,gp@vsys.com,01/10/2017,31172764,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172765,1,1,$121.13,$121.13,$121.13,,
A03170726,71619287,Facturado,gp@vsys.com,01/10/2017,31171670,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171671,1,1,$121.13,$121.13,$121.13,,
A03170653,71618987,Facturado,gp@vsys.com,01/10/2017,31169848,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31169849,1,1,$121.13,$121.13,$121.13,,
A03170701,71619244,Facturado,gp@vsys.com,01/10/2017,31171304,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171305,1,1,$121.13,$121.13,$121.13,,
A03170683,71619234,Facturado,gp@vsys.com,01/10/2017,31171280,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171281,1,1,$121.13,$121.13,$121.13,,
A03170746,71619305,Facturado,gp@vsys.com,01/10/2017,31171742,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171743,1,1,$121.13,$121.13,$121.13,,
A03170693,71619247,Facturado,gp@vsys.com,01/10/2017,31171320,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171321,1,1,$121.13,$121.13,$121.13,,
 A03170748,71619308,Facturado,gp@vsys.com,01/10/2017,31171758,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171759,1,1,$121.13,$121.13,$121.13,,
 A03170750,71619319,Facturado,gp@vsys.com,01/10/2017,31171819,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171820,1,1,$121.13,$121.13,$121.13,,
A03170826,71619657,Facturado,gp@vsys.com,01/10/2017,31174278,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174279,1,1,$121.13,$121.13,$121.13,,
A03170864,71619390,Facturado,gp@vsys.com,01/10/2017,31172844,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172845,1,1,$121.13,$121.13,$121.13,,
A03170898,71619409,Facturado,gp@vsys.com,01/10/2017,31173198,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173199,1,1,$121.13,$121.13,$121.13,,
A03171289,71619558,Facturado,gp@vsys.com,01/10/2017,31173967,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173968,1,1,$121.13,$121.13,$121.13,,
A03170706,71619254,Facturado,gp@vsys.com,01/10/2017,31171336,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171337,1,1,$121.13,$121.13,$121.13,,
A03170819,71619334,Facturado,gp@vsys.com,01/10/2017,31172772,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172773,1,1,$121.13,$121.13,$121.13,,
A03170824,71619374,Facturado,gp@vsys.com,01/10/2017,31172780,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172781,1,1,$121.13,$121.13,$121.13,,
A03170852,71619676,Facturado,gp@vsys.com,01/10/2017,31174326,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174327,1,1,$121.13,$121.13,$121.13,,
A03170862,71619684,Facturado,gp@vsys.com,01/10/2017,31174342,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174343,1,1,$121.13,$121.13,$121.13,,
A03170877,71619700,Facturado,gp@vsys.com,01/10/2017,31174358,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174359,1,1,$121.13,$121.13,$121.13,,
A03170909,71619412,Facturado,gp@vsys.com,01/10/2017,31173214,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173215,1,1,$121.13,$121.13,$121.13,,
A03170937,71619432,Facturado,gp@vsys.com,01/10/2017,31173310,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173311,1,1,$121.13,$121.13,$121.13,,
A03171057,71619223,Facturado,gp@vsys.com,01/10/2017,31171032,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171033,1,1,$121.13,$121.13,$121.13,,
A03171268,71619436,Facturado,gp@vsys.com,01/10/2017,31173876,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173877,1,1,$121.13,$121.13,$121.13,,
A03171292,71619550,Facturado,gp@vsys.com,01/10/2017,31173959,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173960,1,1,$121.13,$121.13,$121.13,,
A03170720,71619266,Facturado,gp@vsys.com,01/10/2017,31171352,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31171353,1,1,$121.13,$121.13,$121.13,,
A03170834,71619380,Facturado,gp@vsys.com,01/10/2017,31172804,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31172805,1,1,$121.13,$121.13,$121.13,,
A03170858,71619681,Facturado,gp@vsys.com,01/10/2017,31174334,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31174335,1,1,$121.13,$121.13,$121.13,,
A03170911,71619415,Facturado,gp@vsys.com,01/10/2017,31173230,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173231,1,1,$121.13,$121.13,$121.13,,
A03170921,71619420,Facturado,gp@vsys.com,01/10/2017,31173246,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31173247,1,1,$121.13,$121.13,$121.13,,
A03170928,71619425,Facturado,gp@vsys.com,01/10/2017,31173270,UNC.CUAD.BS.101,UNR.CUAD.BS.101,71619425,1,1,$121.13,$121.13,$121.13,,
