folio,clientName,siteNumber,phase,user,startDate,partId,sku,unrId,unr,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A02140107,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IXMIQUILPAN,71409784,Facturado,gp@vsys.com,03/05/2014,26221277,UNC.CUAD.901.1,26221288,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130116,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IXMIQUILPAN,71409784,Facturado,gp@vsys.com,03/05/2014,25406958,UNC.CUAD.903.1,25406959,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130116,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IXMIQUILPAN,71409784,Facturado,gp@vsys.com,03/05/2014,25406960,UNC.CUAD.911.1,25406961,UNR.CUAD.911.1,6,6,12,72,72,,
A05130116,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IXMIQUILPAN,71409784,Facturado,gp@vsys.com,03/05/2014,25406971,UNC.CUAD.917.1,25406972,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140079,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTIAGO TIANGUISTENCO,71314146,Facturado,gp@vsys.com,03/09/2014,26221698,UNC.CUAD.901.1,26221709,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130087,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTIAGO TIANGUISTENCO,71314146,Facturado,gp@vsys.com,03/09/2014,25406703,UNC.CUAD.911.1,25406704,UNR.CUAD.911.1,6,6,12,72,72,,
A05130087,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTIAGO TIANGUISTENCO,71314146,Facturado,gp@vsys.com,03/09/2014,25406714,UNC.CUAD.917.1,25406715,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A05130087,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTIAGO TIANGUISTENCO,71314146,Facturado,gp@vsys.com,03/09/2014,25406716,UNC.CUAD.903.1,25406717,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A02140066,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CENTRAL DE ABASTOS,71314245,Facturado,gp@vsys.com,03/09/2014,26220527,UNC.CUAD.901.1,26220538,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130090,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CENTRAL DE ABASTOS,71314245,Facturado,gp@vsys.com,03/09/2014,25404859,UNC.CUAD.911.1,25404860,UNR.CUAD.911.1,6,6,12,72,72,,
A05130090,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CENTRAL DE ABASTOS,71314245,Facturado,gp@vsys.com,03/09/2014,25404870,UNC.CUAD.917.1,25404871,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A05130090,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CENTRAL DE ABASTOS,71314245,Facturado,gp@vsys.com,03/09/2014,25404872,UNC.CUAD.903.1,25404873,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A02140123,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN JUAN TEOTIHUACAN,71410920,Facturado,gp@vsys.com,03/09/2014,26221325,UNC.CUAD.901.1,26221336,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130128,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN JUAN TEOTIHUACAN,71410920,Facturado,gp@vsys.com,03/09/2014,25405152,UNC.CUAD.903.1,25405153,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130128,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN JUAN TEOTIHUACAN,71410920,Facturado,gp@vsys.com,03/09/2014,25405163,UNC.CUAD.917.1,25405164,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A05130128,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN JUAN TEOTIHUACAN,71410920,Facturado,gp@vsys.com,03/09/2014,25405165,UNC.CUAD.911.1,25405166,UNR.CUAD.911.1,6,6,12,72,72,,
A02140138,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TENANCINGO,71410972,Facturado,gp@vsys.com,03/10/2014,26221373,UNC.CUAD.901.1,26221384,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130131,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TENANCINGO,71410972,Facturado,gp@vsys.com,03/10/2014,25407033,UNC.CUAD.903.1,25407034,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130131,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TENANCINGO,71410972,Facturado,gp@vsys.com,03/10/2014,25407035,UNC.CUAD.911.1,25407036,UNR.CUAD.911.1,6,6,12,72,72,,
A05130131,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TENANCINGO,71410972,Facturado,gp@vsys.com,03/10/2014,25407046,UNC.CUAD.917.1,25407047,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140157,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TULANCINGO,71411118,Facturado,gp@vsys.com,03/10/2014,26221433,UNC.CUAD.901.1,26221444,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130144,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TULANCINGO,71411118,Facturado,gp@vsys.com,03/10/2014,25407093,UNC.CUAD.903.1,25407094,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130144,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TULANCINGO,71411118,Facturado,gp@vsys.com,03/10/2014,25407095,UNC.CUAD.911.1,25407096,UNR.CUAD.911.1,6,6,12,72,72,,
A05130144,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TULANCINGO,71411118,Facturado,gp@vsys.com,03/10/2014,25407106,UNC.CUAD.917.1,25407107,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140026,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD AZTECA,71314267,Facturado,gp@vsys.com,03/11/2014,25404919,UNC.CUAD.903.1,25404920,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A02140026,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD AZTECA,71314267,Facturado,gp@vsys.com,03/11/2014,25404921,UNC.CUAD.911.1,25404922,UNR.CUAD.911.1,6,6,12,72,72,,
A02140026,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD AZTECA,71314267,Facturado,gp@vsys.com,03/11/2014,25404923,UNC.CUAD.917.1,25404924,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140089,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD AZTECA,71314267,Facturado,gp@vsys.com,03/11/2014,26220575,UNC.CUAD.901.1,26220586,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A02140103,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN CRISTOBAL,71314288,Facturado,gp@vsys.com,03/11/2014,26220623,UNC.CUAD.901.1,26220634,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130101,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN CRISTOBAL,71314288,Facturado,gp@vsys.com,03/11/2014,25404981,UNC.CUAD.903.1,25404982,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130101,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN CRISTOBAL,71314288,Facturado,gp@vsys.com,03/11/2014,25404983,UNC.CUAD.911.1,25404984,UNR.CUAD.911.1,6,6,12,72,72,,
A05130101,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN CRISTOBAL,71314288,Facturado,gp@vsys.com,03/11/2014,25404985,UNC.CUAD.917.1,25404986,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140140,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MADRUGADA,71409913,Facturado,gp@vsys.com,3/18/2014,26221045,UNC.CUAD.901.1,26221056,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130162,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MADRUGADA,71409913,Facturado,gp@vsys.com,3/18/2014,25404506,UNC.CUAD.903.1,25404507,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130162,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MADRUGADA,71409913,Facturado,gp@vsys.com,3/18/2014,25404508,UNC.CUAD.911.1,25404509,UNR.CUAD.911.1,6,6,12,72,72,,
A05130162,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MADRUGADA,71409913,Facturado,gp@vsys.com,3/18/2014,25404510,UNC.CUAD.917.1,25404511,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140139,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZIMAPAN,71410247,Facturado,gp@vsys.com,3/18/2014,26221878,UNC.CUAD.901.1,26221889,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130075,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZIMAPAN,71410247,Facturado,gp@vsys.com,3/18/2014,25407412,UNC.CUAD.903.1,25407413,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130075,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZIMAPAN,71410247,Facturado,gp@vsys.com,3/18/2014,25407414,UNC.CUAD.911.1,25407415,UNR.CUAD.911.1,6,6,12,72,72,,
A05130075,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZIMAPAN,71410247,Facturado,gp@vsys.com,3/18/2014,25407425,UNC.CUAD.917.1,25407426,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140131,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMIXCO,71410958,Facturado,gp@vsys.com,3/25/2014,26221349,UNC.CUAD.901.1,26221360,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130122,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMIXCO,71410958,Facturado,gp@vsys.com,3/25/2014,25407003,UNC.CUAD.903.1,25407004,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130122,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMIXCO,71410958,Facturado,gp@vsys.com,3/25/2014,25407005,UNC.CUAD.911.1,25407006,UNR.CUAD.911.1,6,6,12,72,72,,
A05130122,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMIXCO,71410958,Facturado,gp@vsys.com,3/25/2014,25407007,UNC.CUAD.917.1,25407008,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140135,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMOAYA,71410971,Facturado,gp@vsys.com,3/25/2014,26221361,UNC.CUAD.901.1,26221372,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130126,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMOAYA,71410971,Facturado,gp@vsys.com,3/25/2014,25407018,UNC.CUAD.903.1,25407019,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130126,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMOAYA,71410971,Facturado,gp@vsys.com,3/25/2014,25407020,UNC.CUAD.911.1,25407021,UNR.CUAD.911.1,6,6,12,72,72,,
A05130126,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEMOAYA,71410971,Facturado,gp@vsys.com,3/25/2014,25407022,UNC.CUAD.917.1,25407023,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,167,162.8,48840,27187.6,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,167,12,3600,2004,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404110,UNC.CUAD.917.1,25404111,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A03140016,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,26439290,UNC.CUAD.920.1,N/A,N/A,1,1,60000,60000,0,,
A05130231,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEHUACAN,71412774,Facturado,gp@vsys.com,06/05/2014,25460777,UNC.CUAD.903.1,25460778,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130231,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEHUACAN,71412774,Facturado,gp@vsys.com,06/05/2014,25460779,UNC.CUAD.911.1,25460780,UNR.CUAD.911.1,6,6,12,72,72,,
A05130231,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEHUACAN,71412774,Facturado,gp@vsys.com,06/05/2014,25460781,UNC.CUAD.917.1,25460782,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140153,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TEHUACAN,71412774,Facturado,gp@vsys.com,06/05/2014,26221938,UNC.CUAD.901.1,26221949,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,20,162.8,48840,3256,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,20,12,3600,240,,
A07140289,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  EMILIANO ZAPATA,71338049,Facturado,gp@vsys.com,6/19/2014,26971569,UNC.CUAD.903.1,26971589,UNR.CUAD.903.1,6,5,162.8,976.8,814,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,3,162.8,48840,488.4,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,5,12,3600,60,,
A04140067,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,08/01/2014,26548408,UNC.CUAD.904.1,26548419,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A05130149,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO PUEBLA SAN ANTONIO",71323656,Facturado,gp@vsys.com,9/19/2014,25404311,UNC.CUAD.903.1,25404312,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130149,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO PUEBLA SAN ANTONIO",71323656,Facturado,gp@vsys.com,9/19/2014,25404324,UNC.CUAD.911.1,25404325,UNR.CUAD.911.1,6,6,12,72,72,,
A05130149,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO PUEBLA SAN ANTONIO",71323656,Facturado,gp@vsys.com,9/19/2014,25404322,UNC.CUAD.917.1,25404323,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140090,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO PUEBLA SAN ANTONIO",71323656,Facturado,gp@vsys.com,9/19/2014,26220889,UNC.CUAD.901.1,26220900,UNR.CUAD.901.1,1,1,136.3,136.3,136.3,,
A05130127,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.,SUCURSAL METROPOLITANA",71314240,Facturado,gp@vsys.com,10/10/2014,25404146,UNC.CUAD.903.1,25404147,UNR.CUAD.903.1,6,6,162.8,976.8,976.8,,
A05130127,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.,SUCURSAL METROPOLITANA",71314240,Facturado,gp@vsys.com,10/10/2014,25404148,UNC.CUAD.911.1,25404149,UNR.CUAD.911.1,6,6,12,72,72,,
A05130127,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.,SUCURSAL METROPOLITANA",71314240,Facturado,gp@vsys.com,10/10/2014,25404159,UNC.CUAD.917.1,25404160,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A02140062,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.,SUCURSAL METROPOLITANA",71314240,Facturado,gp@vsys.com,10/10/2014,26220805,UNC.CUAD.901.1,26220816,UNR.CUAD.901.1,300,1,136.3,40890,136.3,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V.  COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,4,162.8,48840,651.2,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,4,12,3600,48,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,7,162.8,48840,1139.6,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,7,12,3600,84,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,5,162.8,48840,814,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,5,12,3600,60,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,3,162.8,48840,488.4,,
A05130119,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. COYOACAN,70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,3,12,3600,36,,
A05130121,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. PO SANTO DOMINGO,71314239,Facturado,gp@vsys.com,2/18/2014,25404131,UNC.CUAD.903.1,25404132,UNR.CUAD.903.1,6,2,162.8,976.8,325.6,,
A05130121,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. PO SANTO DOMINGO,71314239,Facturado,gp@vsys.com,2/18/2014,25404144,UNC.CUAD.911.1,25404145,UNR.CUAD.911.1,6,2,12,72,24,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,12,162.8,48840,1953.6,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,12,12,3600,144,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,1,12,3600,12,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO  COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO  COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,1,12,3600,12,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,3,162.8,48840,488.4,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,3,12,3600,36,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,1,12,3600,12,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V., SOCIEDAD FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,1,12,3600,12,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,7,162.8,48840,1139.6,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,7,12,3600,84,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,1,162.8,48840,162.8,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,1,12,3600,12,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,10,162.8,48840,1628,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,10,12,3600,120,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404106,UNC.CUAD.903.1,25404107,UNR.CUAD.903.1,300,17,162.8,48840,2767.6,,
A05130119,"FINCOMUN SERVICIOS FINANCIEROS
COMUNITARIOS S.A. DE C.V., SOCIEDAD
FINANCIERA PO COYOACAN",70137381,Facturado,gp@vsys.com,5/22/2014,25404108,UNC.CUAD.911.1,25404109,UNR.CUAD.911.1,300,17,12,3600,204,,
