folio,siteNumber,phase,clientName,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A02140087,71314375,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. DESARROLLO URBANO,gp@vsys.com,2/17/2014,26220877,UNC.CUAD.901.1,UNR.CUAD.901.1,26220888,1,1,136.3,136.3,136.3,,
A05130147,71314375,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. DESARROLLO URBANO,gp@vsys.com,2/17/2014,25404281,UNC.CUAD.903.1,UNR.CUAD.903.1,25404282,6,6,162.8,976.8,976.8,,
A05130147,71314375,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. DESARROLLO URBANO,gp@vsys.com,2/17/2014,25404283,UNC.CUAD.911.1,UNR.CUAD.911.1,25404284,6,6,12,72,72,,
A05130147,71314375,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. DESARROLLO URBANO,gp@vsys.com,2/17/2014,25404294,UNC.CUAD.917.1,UNR.CUAD.917.1,25404295,1,1,430.5,430.5,430.5,,
A02140095,71364539,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ERMITA IZTAPALAPA,gp@vsys.com,2/17/2014,26220901,UNC.CUAD.901.1,UNR.CUAD.901.1,26220912,1,1,136.3,136.3,136.3,,
A05130150,71364539,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ERMITA IZTAPALAPA,gp@vsys.com,2/17/2014,25404326,UNC.CUAD.903.1,UNR.CUAD.903.1,25404327,6,6,162.8,976.8,976.8,,
A05130150,71364539,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ERMITA IZTAPALAPA,gp@vsys.com,2/17/2014,25404328,UNC.CUAD.911.1,UNR.CUAD.911.1,25404329,6,6,12,72,72,,
A05130150,71364539,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ERMITA IZTAPALAPA,gp@vsys.com,2/17/2014,25404330,UNC.CUAD.917.1,UNR.CUAD.917.1,25404331,1,1,430.5,430.5,430.5,,
A02140112,71409698,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUAUTITLAN IZCALLI,gp@vsys.com,2/17/2014,26220961,UNC.CUAD.901.1,UNR.CUAD.901.1,26220972,1,1,136.3,136.3,136.3,,
A05130155,71409698,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUAUTITLAN IZCALLI,gp@vsys.com,2/17/2014,25404401,UNC.CUAD.903.1,UNR.CUAD.903.1,25404402,6,6,162.8,976.8,976.8,,
A05130155,71409698,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUAUTITLAN IZCALLI,gp@vsys.com,2/17/2014,25404403,UNC.CUAD.911.1,UNR.CUAD.911.1,25404404,6,6,12,72,72,,
A05130155,71409698,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUAUTITLAN IZCALLI,gp@vsys.com,2/17/2014,25404414,UNC.CUAD.917.1,UNR.CUAD.917.1,25404415,1,1,430.5,430.5,430.5,,
A02140133,71409786,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JAMAICA I,gp@vsys.com,2/17/2014,26221021,UNC.CUAD.901.1,UNR.CUAD.901.1,26221032,1,1,136.3,136.3,136.3,,
A05130160,71409786,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JAMAICA I,gp@vsys.com,2/17/2014,25404476,UNC.CUAD.903.1,UNR.CUAD.903.1,25404477,6,6,162.8,976.8,976.8,,
A05130160,71409786,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JAMAICA I,gp@vsys.com,2/17/2014,25404478,UNC.CUAD.911.1,UNR.CUAD.911.1,25404479,6,6,12,72,72,,
A05130160,71409786,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JAMAICA I,gp@vsys.com,2/17/2014,25404480,UNC.CUAD.917.1,UNR.CUAD.917.1,25404481,1,1,430.5,430.5,430.5,,
A02140064,71314239,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTO DOMINGO,gp@vsys.com,2/18/2014,26220515,UNC.CUAD.901.1,UNR.CUAD.901.1,26220526,1,1,136.3,136.3,136.3,,
A05130121,71314239,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTO DOMINGO,gp@vsys.com,2/18/2014,25404131,UNC.CUAD.903.1,UNR.CUAD.903.1,25404132,6,6,162.8,976.8,976.8,,
A05130121,71314239,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTO DOMINGO,gp@vsys.com,2/18/2014,25404142,UNC.CUAD.917.1,UNR.CUAD.917.1,25404143,1,1,430.5,430.5,430.5,,
A05130121,71314239,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTO DOMINGO,gp@vsys.com,2/18/2014,25404144,UNC.CUAD.911.1,UNR.CUAD.911.1,25404145,6,6,12,72,72,,
A05130133,71314266,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CASAS ALEMAN,gp@vsys.com,2/18/2014,25404191,UNC.CUAD.903.1,UNR.CUAD.903.1,25404192,6,6,162.8,976.8,976.8,,
A05130133,71314266,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CASAS ALEMAN,gp@vsys.com,2/18/2014,25404193,UNC.CUAD.911.1,UNR.CUAD.911.1,25404194,6,6,12,72,72,,
A05130133,71314266,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CASAS ALEMAN,gp@vsys.com,2/18/2014,25404204,UNC.CUAD.917.1,UNR.CUAD.917.1,25404205,1,1,430.5,430.5,430.5,,
A02140075,71314323,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. XALOSTOC,gp@vsys.com,2/18/2014,26221181,UNC.CUAD.901.1,UNR.CUAD.901.1,26221192,1,1,136.3,136.3,136.3,,
A05130108,71314323,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. XALOSTOC,gp@vsys.com,2/18/2014,25405032,UNC.CUAD.911.1,UNR.CUAD.911.1,25405033,6,6,12,72,72,,
A05130108,71314323,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. XALOSTOC,gp@vsys.com,2/18/2014,25405043,UNC.CUAD.917.1,UNR.CUAD.917.1,25405044,1,1,430.5,430.5,430.5,,
A05130108,71314323,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. XALOSTOC,gp@vsys.com,2/18/2014,25405045,UNC.CUAD.903.1,UNR.CUAD.903.1,25405046,6,6,162.8,976.8,976.8,,
A02140102,71409705,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUERNAVACA,gp@vsys.com,2/18/2014,26221265,UNC.CUAD.901.1,UNR.CUAD.901.1,26221276,1,1,136.3,136.3,136.3,,
A05130114,71409705,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUERNAVACA,gp@vsys.com,2/18/2014,25406943,UNC.CUAD.903.1,UNR.CUAD.903.1,25406944,6,6,162.8,976.8,976.8,,
A05130114,71409705,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUERNAVACA,gp@vsys.com,2/18/2014,25406954,UNC.CUAD.917.1,UNR.CUAD.917.1,25406955,1,1,430.5,430.5,430.5,,
A05130114,71409705,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CUERNAVACA,gp@vsys.com,2/18/2014,25406956,UNC.CUAD.911.1,UNR.CUAD.911.1,25406957,6,6,12,72,72,,
A02140115,71314304,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JARDINES MORELOS,gp@vsys.com,2/19/2014,26220659,UNC.CUAD.901.1,UNR.CUAD.901.1,26220670,1,1,136.3,136.3,136.3,,
A05130105,71314304,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JARDINES MORELOS,gp@vsys.com,2/19/2014,25405002,UNC.CUAD.903.1,UNR.CUAD.903.1,25405003,6,6,162.8,976.8,976.8,,
A05130105,71314304,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JARDINES MORELOS,gp@vsys.com,2/19/2014,25405004,UNC.CUAD.911.1,UNR.CUAD.911.1,25405005,6,6,12,72,72,,
A05130105,71314304,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. JARDINES MORELOS,gp@vsys.com,2/19/2014,25405015,UNC.CUAD.917.1,UNR.CUAD.917.1,25405016,1,1,430.5,430.5,430.5,,
A02140080,71314333,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MARAVILLAS I,gp@vsys.com,2/19/2014,26220853,UNC.CUAD.901.1,UNR.CUAD.901.1,26220864,1,1,136.3,136.3,136.3,,
A05130141,71314333,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MARAVILLAS I,gp@vsys.com,2/19/2014,25404251,UNC.CUAD.903.1,UNR.CUAD.903.1,25404252,6,6,162.8,976.8,976.8,,
A05130141,71314333,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MARAVILLAS I,gp@vsys.com,2/19/2014,25404253,UNC.CUAD.911.1,UNR.CUAD.911.1,25404254,6,6,12,72,72,,
A05130141,71314333,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. MARAVILLAS I,gp@vsys.com,2/19/2014,25404255,UNC.CUAD.917.1,UNR.CUAD.917.1,25404256,1,1,430.5,430.5,430.5,,
A02140141,71410953,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN NICOLAS,gp@vsys.com,2/19/2014,26220731,UNC.CUAD.901.1,UNR.CUAD.901.1,26220742,1,1,136.3,136.3,136.3,,
A05130165,71410953,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN NICOLAS,gp@vsys.com,2/19/2014,25404551,UNC.CUAD.903.1,UNR.CUAD.903.1,25404552,6,6,162.8,976.8,976.8,,
A05130165,71410953,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN NICOLAS,gp@vsys.com,2/19/2014,25404562,UNC.CUAD.917.1,UNR.CUAD.917.1,25404563,1,1,430.5,430.5,430.5,,
A05130165,71410953,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN NICOLAS,gp@vsys.com,2/19/2014,25404564,UNC.CUAD.911.1,UNR.CUAD.911.1,25404565,6,6,12,72,72,,
A02140077,71314258,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHIMALHUACAN I,gp@vsys.com,2/23/2014,26220551,UNC.CUAD.901.1,UNR.CUAD.901.1,26220562,1,1,136.3,136.3,136.3,,
A05130092,71314258,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHIMALHUACAN I,gp@vsys.com,2/23/2014,25404889,UNC.CUAD.911.1,UNR.CUAD.911.1,25404890,6,6,12,72,72,,
A05130092,71314258,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHIMALHUACAN I,gp@vsys.com,2/23/2014,25404900,UNC.CUAD.917.1,UNR.CUAD.917.1,25404901,1,1,430.5,430.5,430.5,,
A05130092,71314258,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHIMALHUACAN I,gp@vsys.com,2/23/2014,25404902,UNC.CUAD.903.1,UNR.CUAD.903.1,25404903,6,6,162.8,976.8,976.8,,
A02140025,71314263,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD CUAUHTEMOC,gp@vsys.com,2/23/2014,25404904,UNC.CUAD.903.1,UNR.CUAD.903.1,25404905,6,6,162.8,976.8,976.8,,
A02140025,71314263,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD CUAUHTEMOC,gp@vsys.com,2/23/2014,25404906,UNC.CUAD.911.1,UNR.CUAD.911.1,25404907,6,6,12,72,72,,
A02140025,71314263,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD CUAUHTEMOC,gp@vsys.com,2/23/2014,25404908,UNC.CUAD.917.1,UNR.CUAD.917.1,25404909,1,1,430.5,430.5,430.5,,
A02140081,71314263,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CIUDAD CUAUHTEMOC,gp@vsys.com,2/23/2014,26220563,UNC.CUAD.901.1,UNR.CUAD.901.1,26220574,1,1,136.3,136.3,136.3,,
A02140119,71314319,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IZCALLI CHAMAPA,gp@vsys.com,2/23/2014,26220671,UNC.CUAD.901.1,UNR.CUAD.901.1,26220682,1,1,136.3,136.3,136.3,,
A05130106,71314319,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IZCALLI CHAMAPA,gp@vsys.com,2/23/2014,25405017,UNC.CUAD.903.1,UNR.CUAD.903.1,25405018,6,6,162.8,976.8,976.8,,
A05130106,71314319,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IZCALLI CHAMAPA,gp@vsys.com,2/23/2014,25405019,UNC.CUAD.911.1,UNR.CUAD.911.1,25405020,6,6,12,72,72,,
A05130106,71314319,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. IZCALLI CHAMAPA,gp@vsys.com,2/23/2014,25405030,UNC.CUAD.917.1,UNR.CUAD.917.1,25405031,1,1,430.5,430.5,430.5,,
A02140125,71314369,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHALCO PUEBLO VIEJO,gp@vsys.com,2/23/2014,26221842,UNC.CUAD.901.1,UNR.CUAD.901.1,26221853,1,1,136.3,136.3,136.3,,
A05130107,71314369,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHALCO PUEBLO VIEJO,gp@vsys.com,2/23/2014,25406883,UNC.CUAD.903.1,UNR.CUAD.903.1,25406884,6,6,162.8,976.8,976.8,,
A05130107,71314369,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHALCO PUEBLO VIEJO,gp@vsys.com,2/23/2014,25406885,UNC.CUAD.911.1,UNR.CUAD.911.1,25406886,6,6,12,72,72,,
A05130107,71314369,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHALCO PUEBLO VIEJO,gp@vsys.com,2/23/2014,25406896,UNC.CUAD.917.1,UNR.CUAD.917.1,25406897,1,1,430.5,430.5,430.5,,
A02140069,71305549,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZUMPANGO,gp@vsys.com,2/24/2014,26221674,UNC.CUAD.901.1,UNR.CUAD.901.1,26221685,1,1,136.3,136.3,136.3,,
A05130084,71305549,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZUMPANGO,gp@vsys.com,2/24/2014,25406673,UNC.CUAD.903.1,UNR.CUAD.903.1,25406674,6,6,162.8,976.8,976.8,,
A05130084,71305549,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZUMPANGO,gp@vsys.com,2/24/2014,25406684,UNC.CUAD.917.1,UNR.CUAD.917.1,25406685,1,1,430.5,430.5,430.5,,
A05130084,71305549,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. ZUMPANGO,gp@vsys.com,2/24/2014,25406686,UNC.CUAD.911.1,UNR.CUAD.911.1,25406687,6,6,12,72,72,,
A02140082,71314238,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TLALPAN,gp@vsys.com,2/24/2014,26221710,UNC.CUAD.901.1,UNR.CUAD.901.1,26221721,1,1,136.3,136.3,136.3,,
A05130088,71314238,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TLALPAN,gp@vsys.com,2/24/2014,25406718,UNC.CUAD.911.1,UNR.CUAD.911.1,25406719,6,6,12,72,72,,
A05130088,71314238,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TLALPAN,gp@vsys.com,2/24/2014,25406729,UNC.CUAD.917.1,UNR.CUAD.917.1,25406730,1,1,430.5,430.5,430.5,,
A05130088,71314238,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TLALPAN,gp@vsys.com,2/24/2014,25406731,UNC.CUAD.903.1,UNR.CUAD.903.1,25406732,6,6,162.8,976.8,976.8,,
A02140128,71410948,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN MARTIN TEXMELUCAN,gp@vsys.com,2/24/2014,26221337,UNC.CUAD.901.1,UNR.CUAD.901.1,26221348,1,1,136.3,136.3,136.3,,
A05130125,71410948,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN MARTIN TEXMELUCAN,gp@vsys.com,2/24/2014,25406988,UNC.CUAD.903.1,UNR.CUAD.903.1,25406989,6,6,162.8,976.8,976.8,,
A05130125,71410948,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN MARTIN TEXMELUCAN,gp@vsys.com,2/24/2014,25406990,UNC.CUAD.911.1,UNR.CUAD.911.1,25406991,6,6,12,72,72,,
A05130125,71410948,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SAN MARTIN TEXMELUCAN,gp@vsys.com,2/24/2014,25407001,UNC.CUAD.917.1,UNR.CUAD.917.1,25407002,1,1,430.5,430.5,430.5,,
A02140059,71282112,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA CENTRO,gp@vsys.com,2/25/2014,26220491,UNC.CUAD.901.1,UNR.CUAD.901.1,26220502,1,1,136.3,136.3,136.3,,
A05130080,71282112,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA CENTRO,gp@vsys.com,2/25/2014,25404799,UNC.CUAD.903.1,UNR.CUAD.903.1,25404800,6,6,162.8,976.8,976.8,,
A05130080,71282112,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA CENTRO,gp@vsys.com,2/25/2014,25404801,UNC.CUAD.911.1,UNR.CUAD.911.1,25404802,6,6,12,72,72,,
A05130080,71282112,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA CENTRO,gp@vsys.com,2/25/2014,25404812,UNC.CUAD.917.1,UNR.CUAD.917.1,25404813,1,1,430.5,430.5,430.5,,
A02140126,71314376,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTA CRUZ,gp@vsys.com,2/25/2014,26220695,UNC.CUAD.901.1,UNR.CUAD.901.1,26220706,1,1,136.3,136.3,136.3,,
A05130148,71314376,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTA CRUZ,gp@vsys.com,2/25/2014,25404296,UNC.CUAD.903.1,UNR.CUAD.903.1,25404297,6,6,162.8,976.8,976.8,,
A05130148,71314376,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTA CRUZ,gp@vsys.com,2/25/2014,25404307,UNC.CUAD.917.1,UNR.CUAD.917.1,25404308,1,1,430.5,430.5,430.5,,
A05130148,71314376,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. SANTA CRUZ,gp@vsys.com,2/25/2014,25404309,UNC.CUAD.911.1,UNR.CUAD.911.1,25404310,6,6,12,72,72,,
A02140086,71409585,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. APIZACO,gp@vsys.com,2/25/2014,26221217,UNC.CUAD.901.1,UNR.CUAD.901.1,26221228,1,1,136.3,136.3,136.3,,
A05130113,71409585,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. APIZACO,gp@vsys.com,2/25/2014,25406928,UNC.CUAD.903.1,UNR.CUAD.903.1,25406929,6,6,162.8,976.8,976.8,,
A05130113,71409585,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. APIZACO,gp@vsys.com,2/25/2014,25406930,UNC.CUAD.911.1,UNR.CUAD.911.1,25406931,6,6,12,72,72,,
A05130113,71409585,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. APIZACO,gp@vsys.com,2/25/2014,25406941,UNC.CUAD.917.1,UNR.CUAD.917.1,25406942,1,1,430.5,430.5,430.5,,
A02140148,71411115,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA TERMINAL,gp@vsys.com,2/25/2014,26220755,UNC.CUAD.901.1,UNR.CUAD.901.1,26220766,1,1,136.3,136.3,136.3,,
A05130142,71411115,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA TERMINAL,gp@vsys.com,2/25/2014,25405197,UNC.CUAD.903.1,UNR.CUAD.903.1,25405198,6,6,162.8,976.8,976.8,,
A05130142,71411115,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA TERMINAL,gp@vsys.com,2/25/2014,25405199,UNC.CUAD.911.1,UNR.CUAD.911.1,25405200,6,6,12,72,72,,
A05130142,71411115,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TOLUCA TERMINAL,gp@vsys.com,2/25/2014,25405201,UNC.CUAD.917.1,UNR.CUAD.917.1,25405202,1,1,430.5,430.5,430.5,,
A02140093,71409684,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHOLULA,gp@vsys.com,2/26/2014,26221241,UNC.CUAD.901.1,UNR.CUAD.901.1,26221252,1,1,136.3,136.3,136.3,,
A05130120,71409684,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHOLULA,gp@vsys.com,2/26/2014,25405107,UNC.CUAD.911.1,UNR.CUAD.911.1,25405108,6,6,12,72,72,,
A05130120,71409684,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHOLULA,gp@vsys.com,2/26/2014,25405118,UNC.CUAD.917.1,UNR.CUAD.917.1,25405119,1,1,430.5,430.5,430.5,,
A05130120,71409684,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. CHOLULA,gp@vsys.com,2/26/2014,25405120,UNC.CUAD.903.1,UNR.CUAD.903.1,25405121,6,6,162.8,976.8,976.8,,
A02140120,71410511,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. HUIXQUILUCAN,gp@vsys.com,2/26/2014,26221313,UNC.CUAD.901.1,UNR.CUAD.901.1,26221324,1,1,136.3,136.3,136.3,,
A05130123,71410511,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. HUIXQUILUCAN,gp@vsys.com,2/26/2014,25405137,UNC.CUAD.911.1,UNR.CUAD.911.1,25405138,6,6,12,72,72,,
A05130123,71410511,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. HUIXQUILUCAN,gp@vsys.com,2/26/2014,25405148,UNC.CUAD.917.1,UNR.CUAD.917.1,25405149,1,1,430.5,430.5,430.5,,
A05130123,71410511,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. HUIXQUILUCAN,gp@vsys.com,2/26/2014,25405150,UNC.CUAD.903.1,UNR.CUAD.903.1,25405151,6,6,162.8,976.8,976.8,,
A02140144,71410976,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TIZA YUCA,gp@vsys.com,2/26/2014,26221385,UNC.CUAD.901.1,UNR.CUAD.901.1,26221396,1,1,136.3,136.3,136.3,,
A05130135,71410976,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TIZA YUCA,gp@vsys.com,2/26/2014,25407048,UNC.CUAD.903.1,UNR.CUAD.903.1,25407049,6,6,162.8,976.8,976.8,,
A05130135,71410976,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TIZA YUCA,gp@vsys.com,2/26/2014,25407050,UNC.CUAD.911.1,UNR.CUAD.911.1,25407051,6,6,12,72,72,,
A05130135,71410976,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. TIZA YUCA,gp@vsys.com,2/26/2014,25407061,UNC.CUAD.917.1,UNR.CUAD.917.1,25407062,1,1,430.5,430.5,430.5,,
A02140063,71310009,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. FINCOMUN ZINACANTEPEC EDO MEX,gp@vsys.com,3/3/2014,26221157,UNC.CUAD.901.1,UNR.CUAD.901.1,26221168,1,1,136.3,136.3,136.3,,
A05130086,71310009,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. FINCOMUN ZINACANTEPEC EDO MEX,gp@vsys.com,3/3/2014,25404844,UNC.CUAD.911.1,UNR.CUAD.911.1,25404845,6,6,12,72,72,,
A05130086,71310009,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. FINCOMUN ZINACANTEPEC EDO MEX,gp@vsys.com,3/3/2014,25404855,UNC.CUAD.917.1,UNR.CUAD.917.1,25404856,1,1,430.5,430.5,430.5,,
A05130086,71310009,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. FINCOMUN ZINACANTEPEC EDO MEX,gp@vsys.com,3/3/2014,25404857,UNC.CUAD.903.1,UNR.CUAD.903.1,25404858,6,6,162.8,976.8,976.8,,
A02140084,71345243,Facturado,FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS S.A. DE C.V. HUHUETOCA,gp@vsys.com,3/3/2014,26221205,UNC.CUAD.901.1,UNR.CUAD.901.1,26221216,1,1,136.3,136.3,136.3,,
